REF_ID,PRED_ID,DATA_AGGR_CODE,PRED_SCI_NAME,TOT_PRED_STOM_EXAM,TOT_W_FD,PCT_W_FD,TOT_WO_FD,PCT_WO_FD,PRED_DEN,SEX,SEX_RATIO,LIFE_HIST_STAGE,LEN_TYPE,MIN_LEN,MAX_LEN,MN_LEN,MIN_AGE,MAX_AGE,MN_AGE,MIN_WT,MAX_WT,MN_WT,TOT_WT,BIOMASS_DEN,STOM_PCT_FULL,STOM_COND_INDEX,TOT_FD_BIOMASS,TOT_FD_VOL,TOT_FD_CAT,TOT_FD_CAT_W_CNT_DATA,TOT_FD_ITEMS_IN_CAT_W_CNT_DATA,PREDATOR_NOTES,POP _TOT_PRED,POP_PRED_DEN,POP_SEX_RATIO,POP_LIFE_HIST_STAGE,POP_LEN_TYPE,POP_MIN_LEN,POP_MAX_LEN,POP_MN_LEN,POP_MIN_AGE,POP_MAX_AGE,POP_MN_AGE,POP_MIN_WT,POP_MAX_WT,POP_MN_WT,POP_TOT_WT,POP_BIOMASS_DEN
33f,Scav.64,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,84.500000,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.65,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,170.800000,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.66,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.113097,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.67,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,48.201062,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.68,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.007697,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.69,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,838,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,8.309251,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Cchr.1,,Chloroscombrus chrysurus,66,61,0.9242,5,0.0758,NA,NA,NA,adult,SL,101,150,125.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Cchr.2,,Chloroscombrus chrysurus,26,23,0.8846,3,0.1154,NA,NA,NA,adult,SL,101,125,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Cchr.3,,Chloroscombrus chrysurus,40,38,0.9500,2,0.0500,NA,NA,NA,adult,SL,126,150,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Cchr.5,,Chloroscombrus chrysurus,21,20,0.9524,1,0.0476,NA,NA,NA,adult,SL,101,150,125.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,4,0,NA,"This group did not have the length range specified, but they are the group of fishes that were uncategorized that were of this length category.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Cchr.4,,Chloroscombrus chrysurus,45,41,0.9111,4,0.0889,NA,NA,NA,adult,SL,101,150,125.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,7,0,NA,"This group did not have the length range specified, but they are the group of fishes that were uncategorized that were of this length category.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24d,Cchr.1,,Chloroscombrus chrysurus,32,7,0.2188,25,0.7813,NA,NA,NA,adult,SL,99,172,135.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17b,Scav.1,,Scomberomorus cavalla,306,127,0.415,179,0.585,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,Fish stomachs were collected from charter boats and are assumed to be adult fish.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61b,Scav.1,,Scomberomorus cavalla,NA,NA,NA,NA,NA,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,Fish stomachs were collected from fish caught during a fishing tournament and are assumed to be adult.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24d,Mund.1,,Micropogonias undulatus,802,537,0.6696,265,0.3304,NA,NA,NA,NA,SL,95,124,109.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24d,Mund.2,,Micropogonias undulatus,1236,927,0.75,309,0.25,NA,NA,NA,NA,SL,125,163,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24d,Mund.3,,Micropogonias undulatus,352,222,0.6307,130,0.3693,NA,NA,NA,NA,SL,95,124,109.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24d,Mund.4,,Micropogonias undulatus,582,262,0.4502,320,0.5498,NA,NA,NA,NA,SL,125,149,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24d,Mund.5,,Micropogonias undulatus,14,3,0.2143,11,0.7857,NA,NA,NA,NA,SL,150,163,156.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24d,Mund.6,,Micropogonias undulatus,2903,1858,0.64,1045,0.36,NA,NA,NA,NA,SL,95,163,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.1,,Micropogonias undulatus,118,115,0.9746,3,0.0254,NA,NA,NA,NA,SL,51,125,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.2,,Micropogonias undulatus,26,25,0.9615,1,0.0385,NA,NA,NA,NA,SL,51,75,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.3,,Micropogonias undulatus,22,22,1,0,0,NA,NA,NA,NA,SL,76,100,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.4,,Micropogonias undulatus,70,68,0.9714,2,0.0286,NA,NA,NA,NA,SL,101,125,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.5,,Micropogonias undulatus,16,15,0.9375,1,0.0625,NA,NA,NA,NA,SL,51,125,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.6,,Micropogonias undulatus,22,21,0.9545,1,0.0455,NA,NA,NA,NA,SL,51,125,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.7,,Micropogonias undulatus,59,58,0.9831,1,0.0169,NA,NA,NA,NA,SL,51,125,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16r,Mund.8,,Micropogonias undulatus,21,21,1,0,0,NA,NA,NA,NA,SL,51,125,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16b,Gcuv.1,N,Galeocerdo cuvier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16b,Gcuv.2,N,Galeocerdo cuvier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16b,Gcuv.3,N,Galeocerdo cuvier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16b,Eobs.1,N,Eulamia obscurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16b,Eobs.2,N,Eulamia obscurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16b,Eobs.3,N,Eulamia obscurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47b,Pchr.1,N,Pogonias cromis,NA,NA,NA,NA,NA,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47b,Pchr.2,N,Pogonias cromis,NA,NA,NA,NA,NA,NA,NA,NA,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47b,Soce.1,N,Sciaenops ocellatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47b,Cneb.1,N,Cynoscion nebulosus,NA,NA,NA,NA,NA,NA,NA,NA,juvenile?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47b,Cneb.2,N,Cynoscion nebulosus,NA,NA,NA,NA,NA,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46b,Stib.1,N,Sphyrna tiburo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46b,Clit.1,N,Carcharias littoralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,29,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46b,Psal.1,N,Pomatomus saltatrix,8,1,0.125,7,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46b,Smac.1,N,Scomberomorus maculatus,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46b,Matl.1,N,Megalops atlanticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46b,Chip.1,N,Caranx hippos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43c,Ctau.1,N,Carcharias taurus,NA,NA,NA,NA,NA,NA,F,NA,NA,TL,2960,2960,2960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43c,Gcir.1,N,Ginglymostoma cirratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,sex data: 37M : 8F : 13U,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43c,Cacr.1,N,Carcharhinus acronotus,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,450,1170,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,sex data: 21M : 16F : 24U,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43c,Cleu.1,N,Carcharhinus leucas,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,880,2640,1760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,sex data: 62M : 63F : 10U,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43c,Clim.1,N,Carcharhinus limbatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,780,1910,1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,sex data:  19M : 38F : 7 U,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43c,Cmil.1,N,Carcharhinus milberti,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,1670,2300,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,NA,sex data:  15M : 91F : 3U,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43c,Cobs.1,N,Carcharhinus obscurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,2870,2420,2645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,NA,sex data:  2M : 47F,49,NA,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43c,Ctau.1,N,Carcharhinus taurus,1,1,1,0,0,NA,F,NA,adult,TL,2960,2960,2960,NA,NA,NA,233146.4782,233146.4782,233146.4782,233146.4782,NA,NA,NA,NA,NA,4,0,NA,1F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43c,Gcuv.1,N,Galeocerdo cuvier,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,1020,3730,2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA,sex data: 17M : 41F : 2U,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43c,Mnor.1,N,Mustelus norrisi,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,500,960,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,12M : 5F,17,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43c,Nbre.1,N,Negaprion brevirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,690,2960,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,sex data:  25M : 48F : 3U,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43c,Ster.1,N,Scoliodon terraenovae,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,600,990,795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,16M : 6F,22,NA,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43c,Smok.1,N,Sphyrna mokarran,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,810,4140,2475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,NA,sex data:  1M : 15F : 5U,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43c,Stib.1,N,Sphyrna tiburo,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,360,1030,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,sex data:  43M : 18F : 2U,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43c,Slew.1,N,Sphyrna lewini,1,1,1,0,0,NA,NA,NA,NA,TL,1520,2300,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,sex data:  4M : 1U,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22g,Bpat.1,N,Brevoortia patronis,1062,517,0.4868,545,0.5132,NA,NA,NA,larval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,1062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22g,Lxan.1,N,Leiostomus xanthurus,187,136,0.7273,51,0.2727,NA,NA,NA,larval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22g,Mund.1,N,Micropogonias undulatus,228,92,0.4035,136,0.5965,NA,NA,NA,larval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11m,Eall.1,N,Euthynnus alletteratus,2134,1212,0.5679,922,0.4321,NA,NA,NA,NA,FL,172,885,528.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,128,65788,NA,2134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7m,Talb.1,N,Thunnus albacares,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,84,26631,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7m,Tatl.1,N,Thunnus atlanticus,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,63,4568,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48s,Gcir.1,N,Ginglymostoma cirratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1-35 m deep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48s,Garc.1,N,Galeocerdo arctius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA,?-371 m deep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48s,Stib.1,N,Sphyrna tiburo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,10-25 m deep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48s,Olit.1,N,Odontaspis littoralis,NA,NA,NA,NA,NA,NA,F,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,15-25 m deep,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49s,Nbre.1,N,Negaprion brevirostris,NA,NA,NA,NA,NA,NA,both,NA,adult,TL,NA,NA,2584.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,"140 = 103 M from 89-110 in, 37 F from 92-112 in & 79 = 10 M from 93-109 in, 69 F from 93-108",219,NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61s,Bpat.1,N,Brevoortia patronis,77,NA,NA,NA,NA,NA,NA,NA,larval,NL,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61s,Bpat.2,N,Brevoortia patronis,8,NA,NA,NA,NA,NA,NA,NA,larval,NL,5,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61s,Bpat.3,N,Brevoortia patronis,12,NA,NA,NA,NA,NA,NA,NA,larval,NL,7,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28f,Cfab.1,N,Chaetodipterus faber,58,36,0.6207,22,0.3793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28f,Apro.1,N,Archosargus probatocephalus,28,28,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28f,Lcam.1,N,Lutjanus campechanus,23,21,0.9130,2,0.0870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28f,Eacu.1,N,Equetus acuminatus,17,14,0.8235,3,0.1765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28f,Hgem.1,N,Hypleurochilus geminatus,12,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28f,Psal.1,N,Pomatomus saltatrix,9,2,0.2222,7,0.7778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28f,Sdum.1,N,Seriola dumerili,6,3,0.5,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28f,Bcap.1,N,Balistes capriscus,5,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28f,Cacr.1,N,Carcharhinus acronotus,5,3,0.6,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28f,Evar.1,N,Eupomacentrus variabilis,3,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28f,Ksec.1,N,Kyphosus sectatrix,3,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
