"Region","Season","Habitat","Site","Family","Predator Species","TL","Prey Item Species","Prey item","Number","Condition Index","Volume","Percent Content","Prey Item Trophic Level","Notes"
"Upper","Spring","Reef",1,"Ariidae","Bagre marinus",523,"Actinopterygii spp.","Fish Eyeball",2,"III",0.04,0.3766478343,3.24,
"Upper","Summer","Non-Veg ",2,"Ariidae","Bagre marinus",539,"Actinopterygii spp.","Fish Eyeball",3,"III",0.02,0.269541779,3.24,
"Upper","Summer","Non-Veg ",2,"Ariidae","Bagre marinus",609,"Actinopterygii spp.","Fish Eyeball",2,"III",0.02,0.1947419669,3.24,
"Upper","Summer","Reef",2,"Ariidae","Bagre marinus",232,"Actinopterygii spp.","Fish Eyeball",2,"II",0.03,1.2096774194,3.24,
"Upper","Summer","Reef",2,"Ariidae","Bagre marinus",460,"Actinopterygii spp.","Fish Eyeball",4,"II",0.2,1.6260162602,3.24,
"Lower","Summer","Reef",2,"Sciaenidae","Cynoscion arenarius",340,"Actinopterygii spp.","Fish Eyeball",1,"III",0.1,5.2083333333,3.24,
"Lower","Spring","Reef",1,"Scombridae","Scomberomorus maculatus",560,"Actinopterygii spp.","Fish Eyeball",3,"III",0.01,1.6393442623,3.24,
"Lower","Spring","Reef",2,"Scombridae","Scomberomorus maculatus",534,"Actinopterygii spp.","Fish Eyeball",2,"III",0.02,20,3.24,
"Upper","Fall","Non-Veg ",2,"Ariidae","Arius felis",267,"Actinopterygii spp.","Fish Fin Ray",4,"III",0.1,1.2894906512,3.24,
"Lower","Summer","Non-Veg ",2,"Ariidae","Bagre marinus",530,,"Fish hook",1,"IV",0.5,100,0,
"Upper","Summer","Marsh",2,"Ariidae","Arius felis",294,"Actinopterygii spp.","Fish parts",1,"II",0.4,13.6939404314,3.24,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",205,"Actinopterygii spp.","Fish scale",1,"III",0.008,11.2676056338,3.24,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",224,"Actinopterygii spp.","Fish scale",3,"III",0.008,1.4134275618,3.24,
"Upper","Fall","Marsh",1,"Ariidae","Arius felis",249,"Actinopterygii spp.","Fish scale",6,"III",0.02,0.9487666034,3.24,
"Upper","Fall","Marsh",2,"Ariidae","Arius felis",210,"Actinopterygii spp.","Fish scale",1,"III",0.1,11.1111111111,3.24,
"Upper","Fall","Marsh",2,"Ariidae","Arius felis",260,"Actinopterygii spp.","Fish scale",13,"III",0.4,32.7868852459,3.24,
"Upper","Fall","Non-Veg ",1,"Ariidae","Arius felis",244,"Actinopterygii spp.","Fish scale",2,"III",0.01,1.2345679012,3.24,
"Upper","Fall","Non-Veg ",2,"Ariidae","Arius felis",165,"Actinopterygii spp.","Fish scale",14,"III",0.05,32.2580645161,3.24,
"Upper","Fall","Reef",1,"Ariidae","Arius felis",221,"Actinopterygii spp.","Fish scale",13,"III",0.01,12.5,3.24,
"Upper","Fall","Reef",2,"Ariidae","Arius felis",224,"Actinopterygii spp.","Fish scale",8,"III",0.05,14.450867052,3.24,
"Upper","Spring","Reef",1,"Ariidae","Arius felis",214,"Actinopterygii spp.","Fish scale",1,"III",0.01,0.8547008547,3.24,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",214,"Actinopterygii spp.","Fish scale",1,"III",0.004,0.30651341,3.24,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",225,"Actinopterygii spp.","Fish scale",1,"III",0.02,0.5882352941,3.24,
"Upper","Summer","Marsh",2,"Ariidae","Arius felis",239,"Actinopterygii spp.","Fish scale",1,"III",0.001,0.1243781095,3.24,
"Lower","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",295,"Actinopterygii spp.","Fish scale",1,"III",0.03,2.4193548387,3.24,
"Upper","Summer","Non-Veg ",1,"Ariidae","Bagre marinus",497,"Actinopterygii spp.","Fish scale",6,"III",0.5,4.3103448276,3.24,
"Lower","Summer","Non-Veg ",1,"Sciaenidae","Menticirrhus littoralis",231,"Actinopterygii spp.","Fish scale",1,"III",0.01,4.7619047619,3.24,
"Lower","Summer","Reef",2,"Ariidae","Bagre marinus",570,"Actinopterygii spp.","Fish skull",2,"III",0.05,0.269541779,3.24,
"Lower","Spring","Reef",1,"Ariidae","Arius felis",240,"Actinopterygii spp.","Fish Tissue",1,"II",0.5,58.8235294118,3.24,
"Upper","Spring","Reef",1,"Ariidae","Arius felis",214,"Actinopterygii spp.","Fish Tissue",1,"II",0.3,25.641025641,3.24,
"Lower","Fall","Non-Veg ",1,"Ariidae","Bagre marinus",415,"Actinopterygii spp.","Fish Tissue",1,"II",2,24.2954324587,3.24,
"Lower","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",290,"Actinopterygii spp.","Fish Tissue",2,"II",1.3,78.7878787879,3.24,
"Lower","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",297,"Actinopterygii spp.","Fish Tissue",1,"II",2.8,53.0303030303,3.24,
"Lower","Spring","Reef",1,"Ariidae","Bagre marinus",443,"Actinopterygii spp.","Fish Tissue",1,"II",0.1,9.8039215686,3.24,
"Lower","Spring","Reef",1,"Ariidae","Bagre marinus",531,"Actinopterygii spp.","Fish Tissue",1,"II",0.3,31.25,3.24,
"Lower","Spring","Reef",2,"Ariidae","Bagre marinus",381,"Actinopterygii spp.","Fish Tissue",1,"II",0.3,14.2857142857,3.24,
"Lower","Spring","Reef",2,"Ariidae","Bagre marinus",533,"Actinopterygii spp.","Fish Tissue",1,"II",0.4,11.1111111111,3.24,
"Upper","Fall","Non-Veg ",1,"Ariidae","Bagre marinus",509,"Actinopterygii spp.","Fish Tissue",1,"II",1.5,28.8461538462,3.24,
"Upper","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",405,"Actinopterygii spp.","Fish Tissue",1,"II",0.1,33.3333333333,3.24,
"Upper","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",459,"Actinopterygii spp.","Fish Tissue",1,"II",0.2,5.3475935829,3.24,
"Upper","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",545,"Actinopterygii spp.","Fish Tissue",2,"II",3.5,28.5714285714,3.24,
"Upper","Spring","Reef",2,"Ariidae","Bagre marinus",457,"Actinopterygii spp.","Fish Tissue",1,"II",1.2,8.6330935252,3.24,
"Upper","Summer","Reef",1,"Ariidae","Bagre marinus",502,"Actinopterygii spp.","Fish Tissue",1,"II",0.18,2.4892822569,3.24,
"Upper","Summer","Reef",2,"Ariidae","Bagre marinus",460,"Actinopterygii spp.","Fish Tissue",1,"II",1.7,13.8211382114,3.24,
"Upper","Winter","Non-Veg ",2,"Sciaenidae","Bairdiella chrysoura",181,"Actinopterygii spp.","Fish Tissue",1,"II",0.1,100,3.24,
"Lower","Summer","Marsh",1,"Carangidae ","Caranx hippos",141,"Actinopterygii spp.","Fish Tissue",1,"II",0.3,30,3.24,
"Lower","Summer","Reef",1,"Carangidae ","Caranx hippos",146,"Actinopterygii spp.","Fish Tissue",1,"II",0.2,47.619047619,3.24,
"Upper","Summer","Reef",2,"Carangidae ","Caranx hippos",153,"Actinopterygii spp.","Fish Tissue",1,"II",0.1,66.6666666667,3.24,
"Lower","Fall","Non-Veg ",1,"Sciaenidae","Cynoscion arenarius",268,"Actinopterygii spp.","Fish Tissue",6,"II",1,58.8235294118,3.24,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Cynoscion arenarius",368,"Actinopterygii spp.","Fish Tissue",2,"II",1,100,3.24,
"Lower","Fall","Reef",1,"Sciaenidae","Cynoscion arenarius",220,"Actinopterygii spp.","Fish Tissue",3,"II",0.35,63.6363636364,3.24,
"Lower","Fall","Reef",1,"Sciaenidae","Cynoscion arenarius",225,"Actinopterygii spp.","Fish Tissue",1,"I",2.6,100,3.24,
"Lower","Spring","Reef",2,"Sciaenidae","Cynoscion arenarius",227,"Actinopterygii spp.","Fish Tissue",1,"II",0.4,66.6666666667,3.24,
"Upper","Summer","Reef",2,"Sciaenidae","Cynoscion arenarius",238,"Actinopterygii spp.","Fish Tissue",1,"II",0.05,50,3.24,
"Lower","Fall","Reef",1,"Sciaenidae","Cynoscion nebulosus",296,"Actinopterygii spp.","Fish Tissue",1,"II",1.2,96,3.24,
"Lower","Fall","Marsh",1,"Sciaenidae","Menticirrhus littoralis",262,"Actinopterygii spp.","Fish Tissue",1,"II",0.15,17.6470588235,3.24,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",219,"Actinopterygii spp.","Fish Tissue",1,"II",0.1,3.4482758621,3.24,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",242,"Actinopterygii spp.","Fish Tissue",1,"II",0.3,57.6923076923,3.24,
"Lower","Summer","Non-Veg ",1,"Sciaenidae","Menticirrhus littoralis",215,"Actinopterygii spp.","Fish Tissue",1,"II",0.1,9.5238095238,3.24,
"Lower","Fall","Marsh",1,"Sciaenidae","Pogonias cromis",370,"Actinopterygii spp.","Fish Tissue",1,"II",0.2,39.1389432485,3.24,
"Lower","Spring","Reef",1,"Scombridae","Scomberomorus maculatus",560,"Actinopterygii spp.","Fish Tissue",1,"II",0.2,32.7868852459,3.24,
"Lower","Spring","Reef",2,"Scombridae","Scomberomorus maculatus",551,"Actinopterygii spp.","Fish Tissue",2,"II",3,100,3.24,
"Lower","Fall","Marsh",1,"Sciaenidae","Sciaenops ocellatus",420,"Actinopterygii spp.","Fish tissue (otoliths)",1,"II",3.5,28.4552845528,3.24,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",285,"Actinopterygii spp.","Fish tissue/bone",1,"II",0.2,22.2222222222,3.24,
"Lower","Fall","Non-Veg ",1,"Ariidae","Bagre marinus",415,"Gastropoda spp.","Gastropod",1,"IV",0.01,0.1214771623,2.05,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",212,"Gastropoda spp.","Gastropod",1,"IV",0.08,13.7931034483,2.05,
"Upper","Spring","Marsh",2,"Sciaenidae","Pogonias cromis",357,"Gastropoda spp.","Gastropod",1,"IV",0.01,2.4390243902,2.05,
"Lower","Summer","Non-Veg ",1,"Sphyrnidae","Sphyrna tiburo",600,"Gastropoda spp.","Gastropod",1,"I",0.1,0.4319654428,2.05,
"Upper","Fall","Marsh",2,"Ariidae","Arius felis",210,"Gastropoda spp.","Gastropod operculum",6,"III",0.01,1.1111111111,2.05,
"Upper","Fall","Marsh",2,"Ariidae","Arius felis",260,"Gastropoda spp.","Gastropod operculum",4,"III",0.01,0.8196721311,2.05,
"Upper","Spring","Marsh",2,"Ariidae","Arius felis",287,"Gastropoda spp.","Gastropod operculum",1,"III",0.2,7.1428571429,2.05,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",225,"Gastropoda spp.","Gastropod operculum",2,"III",0.03,0.8823529412,2.05,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",297,"Gastropoda spp.","Gastropod operculum",1,"III",0.001,0.0552181115,2.05,
"Upper","Summer","Marsh",2,"Ariidae","Arius felis",239,"Gastropoda spp.","Gastropod operculum",1,"III",0.001,0.1243781095,2.05,
"Upper","Summer","Non-Veg ",2,"Ariidae","Arius felis",239,"Gastropoda spp.","Gastropod operculum",1,"III",0.05,20,2.05,
"Upper","Summer","Reef",2,"Ariidae","Arius felis",220,"Gastropoda spp.","Gastropod operculum",1,"III",0.02,2.7777777778,2.05,
"Lower","Spring","Reef",2,"Ariidae","Bagre marinus",440,"Gastropoda spp.","Gastropod operculum",1,"III",0.01,0.4291845494,2.05,
"Upper","Fall","Non-Veg ",1,"Ariidae","Bagre marinus",509,"Gastropoda spp.","Gastropod operculum",2,"III",0.1,1.9230769231,2.05,
"Lower","Fall","Non-Veg ",1,"Sciaenidae","Leiostomus xanthurus",195,"Glyceridae spp.","Glyceridae ",1,"I",0.01,33.3333333333,2.51,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",206,"Glyceridae spp.","Glyceridae ",2,"II",1.3,100,2.51,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",204,"Glyceridae spp.","Glyceridae ",1,"I",0.5,39.0625,2.51,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",220,"Glyceridae spp.","Glyceridae ",2,"I",0.5,49.0196078431,2.51,
"Upper","Spring","Reef",2,"Ariidae","Bagre marinus",457,"Gobiesox spp.","Gobiesox spp.",1,"II",0.3,2.1582733813,3.113333,
"Lower","Summer","Reef",1,"Carangidae ","Caranx hippos",175,"Gobiidae spp.","Goby",4,"I",1,57.1428571429,3.11333,
"Lower","Fall","Non-Veg ",1,"Ariidae","Bagre marinus",415,"Farfantepenaeus spp. ","Grooved penaeid",1,"I",4,48.5908649174,2.6175,
"Lower","Fall","Reef",2,"Ariidae","Bagre marinus",445,"Farfantepenaeus spp. ","Grooved penaeid",1,"I",0.4,0.7130124777,2.6175,
"Lower","Fall","Marsh",1,"Sparidae","Archosargus probatocephalus",252,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",1,100,1,
"Lower","Fall","Marsh",1,"Sparidae","Archosargus probatocephalus",379,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.2,1.5748031496,1,
"Lower","Fall","Marsh",1,"Sparidae","Archosargus probatocephalus",402,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.01,1.96,1,
"Lower","Fall","Marsh",2,"Sparidae","Archosargus probatocephalus",235,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",4,50,1,
"Lower","Fall","Marsh",2,"Sparidae","Archosargus probatocephalus",252,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.4,100,1,
"Lower","Summer","Marsh",1,"Ariidae","Arius felis",295,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.1,3.6900369004,1,
"Lower","Fall","Reef",2,"Ariidae","Bagre marinus",540,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.4,0.6338641946,1,
"Lower","Fall","Marsh",1,"Sciaenidae","Bairdiella chrysoura",196,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.01,0.7874015748,1,
"Lower","Fall","Non-Veg ",1,"Sparidae","Lagodon rhomboides",126,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.05,50,1,
"Lower","Fall","Marsh",2,"Sciaenidae","Leiostomus xanthurus",170,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.005,33.3333333333,1,
"Lower","Fall","Marsh",1,"Sciaenidae","Menticirrhus littoralis",262,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.1,11.7647058824,1,
"Lower","Fall","Non-Veg ",1,"Sciaenidae","Menticirrhus littoralis",221,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.02,4.7619047619,1,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",220,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.02,1.9607843137,1,
"Lower","Spring","Non-Veg ",1,"Sciaenidae","Menticirrhus littoralis",270,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.04,14.2857142857,1,
"Lower","Fall","Marsh",1,"Sciaenidae","Pogonias cromis",312,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.01,100,1,
"Lower","Fall","Marsh",2,"Sciaenidae","Pogonias cromis",322,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.03,12.6050420168,1,
"Lower","Fall","Marsh",2,"Sciaenidae","Sciaenops ocellatus",355,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.08,1.4209591474,1,
"Lower","Summer","Non-Veg ",1,"Sphyrnidae","Sphyrna tiburo",600,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.1,0.4319654428,1,
"Lower","Summer","Non-Veg ",1,"Sphyrnidae","Sphyrna tiburo",629,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.05,0.1715265866,1,
"Lower","Summer","Reef",1,"Sphyrnidae","Sphyrna tiburo",605,"Halodule beaudettei ","Halodule beaudettei ",1,"IV",0.05,0.1669449082,1,
"Upper","Summer","Marsh",2,"Ariidae","Arius felis",283,"Halodule beaudettei ","Halodule beaudettei root",1,"IV",0.001,0.0831946755,1,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",241,"Halodule beaudettei ","Halodule beaudettei root",1,"IV",0.08,44.4444444444,1,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",212,"Hymenoptera spp.","Hymenoptera ",3,"I",0.1,45.4545454545,2.5,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",224,"Hymenoptera spp.","Hymenoptera ",1,"I",0.03,5.3003533569,2.5,
"Lower","Spring","Reef",1,"Ariidae","Arius felis",229,"Hymenoptera spp.","Hymenoptera ",1,"III",0.03,4.1095890411,2.5,
"Lower","Spring","Reef",1,"Ariidae","Arius felis",240,"Hymenoptera spp.","Hymenoptera ",1,"III",0.01,1.1764705882,2.5,
"Upper","Spring","Non-Veg ",1,"Ariidae","Arius felis",157,"Hymenoptera spp.","Hymenoptera ",1,"III",0.02,16.6666666667,2.5,
"Upper","Spring","Reef",1,"Ariidae","Arius felis",213,"Hymenoptera spp.","Hymenoptera ",1,"II",0.05,17.2413793103,2.5,
"Upper","Spring","Reef",1,"Ariidae","Arius felis",214,"Hymenoptera spp.","Hymenoptera ",1,"III",0.01,0.8547008547,2.5,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",167,"Hymenoptera spp.","Hymenoptera ",1,"III",0.02,1.7376194613,2.5,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",225,"Hymenoptera spp.","Hymenoptera ",1,"III",0.1,2.9411764706,2.5,
"Lower","Summer","Non-Veg ",1,"Ariidae","Bagre marinus",224,"Hymenoptera spp.","Hymenoptera ",1,"I",0.08,1.3091147112,2.5,
"Lower","Summer","Non-Veg ",2,"Ariidae","Bagre marinus",243,"Hymenoptera spp.","Hymenoptera ",1,"III",0.02,1.458789205,2.5,
"Lower","Summer","Reef",2,"Ariidae","Bagre marinus",480,"Ictaluridae spp.","Ictalurid",1,"I",7.5,60,3.185,
"Upper","Fall","Non-Veg ",1,"Ariidae","Bagre marinus",509,"Ictaluridae spp.","Ictalurid",1,"III",3.5,67.3076923077,3.185,
"Upper","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",485,"Ictaluridae spp.","Ictalurid",3,"I",50,91.7431192661,3.185,
"Upper","Spring","Reef",1,"Ariidae","Bagre marinus",427,"Ictaluridae spp.","Ictalurid",1,"II",6,78.9473684211,3.185,
"Upper","Fall","Marsh",2,"Ariidae","Arius felis",210,"Insecta spp.","Insect parts",2,"III",0.02,2.2222222222,2.5,
"Upper","Fall","Marsh",2,"Ariidae","Arius felis",260,"Insecta spp.","Insect parts",1,"III",0.01,0.8196721311,2.5,
"Upper","Summer","Non-Veg ",2,"Ariidae","Bagre marinus",235,"Insecta spp.","Insect parts",1,"III",0.08,15.0943396226,2.5,
"Upper","Spring","Reef",1,"Ariidae","Arius felis",236,"Insecta spp.","Insect wings",3,"III",0.001,0.1148105626,2.5,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",225,"Ischadium recurvum ","Ischadium recurvum ",1,"I",0.05,1.4705882353,2.055,
"Upper","Summer","Non-Veg ",1,"Ariidae","Bagre marinus",609,"Ischadium recurvum ","Ischadium recurvum ",1,"III",0.075,1.8404907975,2.055,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",205,"Isopoda spp.","Isopod",1,"I",0.001,1.4084507042,2.1,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",224,"Isopoda spp.","Isopod",2,"I",0.005,0.8833922261,2.1,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",227,"Isopoda spp.","Isopod",1,"I",0.001,0.5494505495,2.1,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",237,"Isopoda spp.","Isopod",4,"I",0.01,2.7027027027,2.1,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",167,"Dendrobranchiata spp.","Larval shrimp",1,"I",0.001,0.0868809731,2.4,
"Lower","Summer","Non-Veg ",1,"Ariidae","Bagre marinus",213,"Dendrobranchiata spp.","Larval shrimp",8,"I",0.008,0.3968253968,2.4,
"Lower","Summer","Non-Veg ",1,"Ariidae","Bagre marinus",218,"Dendrobranchiata spp.","Larval shrimp",22,"I",0.01,0.1661129568,2.4,
"Lower","Summer","Non-Veg ",1,"Ariidae","Bagre marinus",223,"Dendrobranchiata spp.","Larval shrimp",2340,"I",1,90.8265213442,2.4,
"Lower","Summer","Non-Veg ",1,"Ariidae","Bagre marinus",224,"Dendrobranchiata spp.","Larval shrimp",1102,"III",1,96.3391136802,2.4,
"Lower","Summer","Non-Veg ",1,"Ariidae","Bagre marinus",224,"Dendrobranchiata spp.","Larval shrimp",28,"I",0.01,0.1636393389,2.4,
"Lower","Summer","Reef",1,"Ariidae","Bagre marinus",238,"Dendrobranchiata spp.","Larval shrimp",428,"I",0.86,60.9496810773,2.4,
"Lower","Summer","Reef",2,"Carcharhinidae","Carcharhinus limbatus",436,"Litopenaeus setiferus ","Litopenaeus setiferus ",1,"I",15.5,100,2.6175,
"Upper","Summer","Marsh",2,"Sciaenidae","Cynoscion nebulosus",258,"Litopenaeus setiferus ","Litopenaeus setiferus ",5,"I",1.3,76.4705882353,2.6175,
"Upper","Summer","Marsh",2,"Sciaenidae","Cynoscion nebulosus",260,"Litopenaeus setiferus ","Litopenaeus setiferus ",15,"I",2.2,100,2.6175,
"Lower","Spring","Reef",1,"Ariidae","Arius felis",229,"Menippe adina","Menippe adina",3,"II",0.4,54.7945205479,2.45,
"Upper","Fall","Non-Veg ",2,"Ariidae","Arius felis",267,"Menippe adina","Menippe adina",1,"II",5,64.4745325596,2.45,
"Upper","Fall","Reef",1,"Ariidae","Arius felis",252,"Menippe adina","Menippe adina",1,"III",1.5,55.5555555556,2.45,
"Upper","Fall","Reef",2,"Ariidae","Arius felis",215,"Menippe adina","Menippe adina",1,"III",0.02,7.1174377224,2.45,
"Upper","Fall","Reef",2,"Ariidae","Arius felis",224,"Menippe adina","Menippe adina",1,"III",0.08,23.1213872832,2.45,
"Upper","Summer","Non-Veg ",2,"Ariidae","Arius felis",392,"Menippe adina","Menippe adina",1,"I",1.2,52.1739130435,2.45,
"Upper","Summer","Reef",1,"Ariidae","Arius felis",203,"Menippe adina","Menippe adina",3,"I",0.4,25.8064516129,2.45,
"Upper","Summer","Reef",1,"Ariidae","Arius felis",222,"Menippe adina","Menippe adina",2,"I",0.4,18.5185185185,2.45,
"Upper","Summer","Reef",2,"Ariidae","Arius felis",214,"Menippe adina","Menippe adina",2,"I",0.2,9.3023255814,2.45,
"Upper","Summer","Reef",2,"Ariidae","Arius felis",216,"Menippe adina","Menippe adina",1,"I",0.35,95.8904109589,2.45,
"Upper","Summer","Reef",2,"Ariidae","Arius felis",220,"Menippe adina","Menippe adina",2,"II",0.3,41.6666666667,2.45,
"Upper","Summer","Reef",2,"Ariidae","Arius felis",233,"Menippe adina","Menippe adina",4,"I",0.6,38.7096774194,2.45,
"Lower","Summer","Reef",1,"Ariidae","Bagre marinus",209,"Menippe adina","Menippe adina",1,"II",0.6,100,2.45,
"Lower","Summer","Reef",1,"Ariidae","Bagre marinus",216,"Menippe adina","Menippe adina",1,"II",4.5,100,2.45,
"Lower","Summer","Reef",2,"Ariidae","Bagre marinus",600,"Menippe adina","Menippe adina",1,"I",0.3,2.2556390977,2.45,
"Upper","Spring","Reef",1,"Ariidae","Bagre marinus",442,"Menippe adina","Menippe adina",1,"I",0.4,25,2.45,
"Upper","Summer","Non-Veg ",1,"Ariidae","Bagre marinus",497,"Menippe adina","Menippe adina",1,"I",5,43.1034482759,2.45,
"Upper","Summer","Non-Veg ",2,"Ariidae","Bagre marinus",252,"Menippe adina","Menippe adina",1,"III",0.2,28.5306704708,2.45,
"Upper","Summer","Reef",2,"Ariidae","Bagre marinus",232,"Menippe adina","Menippe adina",2,"I",1.6,64.5161290323,2.45,
"Lower","Fall","Marsh",1,"Sciaenidae","Menticirrhus littoralis",262,"Menippe adina","Menippe adina",1,"III",0.4,47.0588235294,2.45,
"Lower","Spring","Reef",1,"Sciaenidae","Menticirrhus littoralis",243,"Menippe adina","Menippe adina",1,"I",0.7,100,2.45,
"Upper","Fall","Reef",1,"Sciaenidae","Menticirrhus littoralis",239,"Menippe adina","Menippe adina",1,"I",0.25,19.2307692308,2.45,
"Lower","Summer","Reef",2,"Sciaenidae","Micropogonias undulatus",176,"Menippe adina","Menippe adina",2,"II",0.35,53.8461538462,2.45,
"Upper","Summer","Reef",1,"Ariidae","Bagre marinus",231,"Menippe adina","Menippe adina claw",1,"I",0.05,46.2962962963,2.45,
"Lower","Summer","Non-Veg ",1,"Ariidae","Bagre marinus",213,,"Monofilament",1,"IV",0.008,0.3968253968,0,
"Upper","Fall","Marsh",2,"Ariidae","Arius felis",210,"Mysida spp.","Mysidae",1,"I",0.02,2.2222222222,2.25,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",297,"Mysida spp.","Mysidae",1,"I",0.001,0.0552181115,2.25,
"Upper","Summer","Marsh",2,"Ariidae","Arius felis",200,"Mysida spp.","Mysidae",1,"II",0.001,0.0587544066,2.25,
"Upper","Summer","Marsh",2,"Ariidae","Arius felis",294,"Mysida spp.","Mysidae",4,"II",0.001,0.0342348511,2.25,
"Upper","Summer","Reef",1,"Ariidae","Bagre marinus",231,"Mysida spp.","Mysidae",1,"I",0.008,7.4074074074,2.25,
"Lower","Fall","Marsh",1,"Sciaenidae","Bairdiella chrysoura",182,"Mysida spp.","Mysidae",10,"II",0.05,5.8823529412,2.25,
"Upper","Spring","Marsh",2,"Dasyatidae","Dasyatis sabina",137,"Mysida spp.","Mysidae",16,"I",0.51,24.0566037736,2.25,
"Upper","Summer","Marsh",1,"Polynemidae","Polydactylus octonemus",203,"Mysida spp.","Mysidae",11,"I",0.04,7.4074074074,2.25,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",212,"Nemertea spp.","Nemertean",10,"II",0.8,60.1503759398,2.765,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",227,"Nemertea spp.","Nemertean",3,"I",0.1,54.9450549451,2.765,
"Lower","Spring","Non-Veg ",2,"Ariidae","Arius felis",235,"Nemertea spp.","Nemertean",1,"I",0.4,49.9375780275,2.765,
"Upper","Fall","Marsh",1,"Ariidae","Arius felis",249,"Nemertea spp.","Nemertean",3,"II",0.08,3.7950664137,2.765,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",273,"Nemertea spp.","Nemertean",1,"II",0.1,3.8461538462,2.765,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",225,"Nemertea spp.","Nemertean",1,"II",0.3,30,2.765,
"Lower","Summer","Non-Veg ",1,"Sciaenidae","Menticirrhus littoralis",231,"Nemertea spp.","Nemertean",1,"II",0.1,47.619047619,2.765,
"Upper","Fall","Reef",1,"Sciaenidae","Menticirrhus littoralis",239,"Nemertea spp.","Nemertean",1,"II",0.05,3.8461538462,2.765,
"Lower","Summer","Marsh",1,"Ariidae","Arius felis",295,"Neopanope texana","Neopanope texana",7,"II",2,73.8007380074,2.375,
"Upper","Fall","Marsh",2,"Ariidae","Arius felis",210,"Neopanope texana","Neopanope texana",2,"I",0.3,33.3333333333,2.375,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",214,"Neopanope texana","Neopanope texana",1,"I",0.1,7.662835249,2.375,
"Upper","Summer","Reef",1,"Ariidae","Arius felis",203,"Neopanope texana","Neopanope texana",7,"I",0.55,35.4838709677,2.375,
"Upper","Summer","Reef",1,"Ariidae","Arius felis",222,"Neopanope texana","Neopanope texana",9,"I",1.55,71.7592592593,2.375,
