System	NodeID	SpeciesID	StageID	Stage	SpeciesID.StageID	WorkingName	OrganismalGroup	NodeType	Resolution	ResolutionNotes	Feeding	Lifestyle(stage)	Lifestyle(species)	ConsumerStrategy(stage)	HabitatAffiliation	Mobility	Residency	NativeStatus	BodySize(g)	BodySizeSD	BodySizeN	BodySizeEstimation	BodySizeNotes	Abundance(no./ha)	Abundance95%CL	AbundanceDF	Biomass(kg/ha)	Biomass95%CL	BiomassDF	BiomassEstimation	BiomassNotes	Kingdom	Phylum	Subphylum	Superclass	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Genus	SpecificEpithet	NodeNotes
CSM	443	277	4	metacercaria	277.4	Stictodora hancocki	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					3.37065e-6		1	species	volumetric	15243593.6	13966705.4	7.31473846	0.0513808	0.04707688	7.31473846	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Stictodora	hancocki	
CSM	444	279	4	metacercaria	279.4	unk a/sm meso	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					3.08678e-6		1	species	volumetric	118582.15	102570.453	7.79157934	0.000366	0.00031661	7.79157934	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
CSM	445	280	4	metacercaria	280.4	unk c	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					1.69908e-6		1	species	volumetric				2.0672e-8			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
CSM	446	283	1	adult	283.1	Glossocercus sp.	cestode	life stage	Species		feeding	infectious	infectious	macroparasite					0.03564			approximation	literature (mean of several spp in Pichelin et al 1998)				1.907e-6			approximation, ratio	for these unobserved by necessary adults, gave 1/10 their larval kg/ha)	Animalia	Platyhelminthes			Cestoda		Cyclophyllidea				Dilepididae	Glossocercus	sp.	
CSM	449	286	1	adult	286.1	tetraphyllidean larva	cestode	life stage	Species		feeding	infectious	infectious	macroparasite													0.0000233			approximation, ratio	for these unobserved by necessary adults, gave 1/10 their larval kg/ha)	Animalia	Platyhelminthes			Cestoda		Tetraphyllidea							
CSM	450	287	1	adult	287.1	tetraphyllidean-fish	cestode	life stage	Species		feeding	infectious	infectious	macroparasite													3.8575e-6			approximation, ratio	for these unobserved by necessary adults, gave 1/10 their larval kg/ha)	Animalia	Platyhelminthes			Cestoda		Tetraphyllidea							
CSM	451	288	1	adult	288.1	trypanorhynch-fish	cestode	life stage	Species		feeding	infectious	infectious	macroparasite													5.653e-6			approximation, ratio	for these unobserved by necessary adults, gave 1/10 their larval kg/ha)	Animalia	Platyhelminthes			Cestoda		Trypanorhyncha							
CSM	452	289	1	adult	289.1	trypanorhynch-grapsid	cestode	life stage	Species		feeding	infectious	infectious	macroparasite													6.8274e-7			approximation, ratio	for these unobserved by necessary adults, gave 1/10 their larval kg/ha)	Animalia	Platyhelminthes			Cestoda		Trypanorhyncha							
CSM	454	283	2	procercoid	283.2	Glossocercus sp.	cestode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite													1.907e-5			approximation, ratio	for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)	Animalia	Platyhelminthes			Cestoda		Cyclophyllidea				Dilepididae	Glossocercus	sp.	
CSM	455	286	2	procercoid	286.2	tetraphyllidean larva	cestode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite													0.000233			approximation, ratio	for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)	Animalia	Platyhelminthes			Cestoda		Tetraphyllidea							
CSM	456	287	2	procercoid	287.2	tetraphyllidean-fish	cestode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite													3.857e-5			approximation, ratio	for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)	Animalia	Platyhelminthes			Cestoda		Tetraphyllidea							
CSM	457	288	2	procercoid	288.2	trypanorhynch-fish	cestode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite													5.653e-5			approximation, ratio	for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)	Animalia	Platyhelminthes			Cestoda		Trypanorhyncha							
CSM	458	289	2	procercoid	289.2	trypanorhynch-grapsid	cestode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite													6.83e-6			approximation, ratio	for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)	Animalia	Platyhelminthes			Cestoda		Trypanorhyncha							
CSM	460	283	3	plerocercoid	283.3	Glossocercus sp.	cestode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.00022157		3	species	volumetric	86.05			1.9065e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Cestoda		Cyclophyllidea				Dilepididae	Glossocercus	sp.	
CSM	462	291	3	plerocercoid	291.3	pseudophyllidean-fish	cestode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					5.75959e-6			approximation	estimated volume from notes on size	21417.08			0.0009868			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Cestoda		Pseudophyllidea							
CSM	464	286	3	plerocercoid	286.3	tetraphyllidean larva	cestode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000852			approximation	set equal to trypanorhynchs in decapods	2734.32	2714.29304	7	0.000233	0.00023126	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Cestoda		Tetraphyllidea							
CSM	465	287	3	plerocercoid	287.3	tetraphyllidean-fish	cestode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.00003645		10	species	volumetric	807.66			2.9439e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Cestoda		Tetraphyllidea							
CSM	466	288	3	plerocercoid	288.3	trypanorhynch-fish	cestode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0004262			approximation	set equal to trypanorhynchs in thalassinideans	132.64			5.653e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Cestoda		Trypanorhyncha							
CSM	467	289	3	plerocercoid	289.3	trypanorhynch-grapsid	cestode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					8.5237e-5		2	species	volumetric	80.10	56.7007332	8.45458431	6.8274e-6	4.833e-6	8.45458431	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Cestoda		Trypanorhyncha							
CSM	469	292	1	adult	292.1	Baylisascaris procyonis	nematode	life stage	Species		feeding	infectious	infectious	macroparasite					5.4			approximation	estimated volumetrically using sizes and photos on the www									Animalia	Nematoda					Ascaridida				Ascaridididae	Baylisascaris	procyonis	
CSM	470	293	1	adult	293.1	Spirocamallanus pereirae	nematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.00117241		39	species	volumetric	32791.58	22738.6675	7.70270033	0.0384453	0.02665913	7.70270033	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Nematoda					Spirurida				Camallanidae	Spirocamallanus	pereirae	
CSM	472	295	2	larva	295.2	Ascarophis? (Neotrypaea)	nematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0002413			approximation	set equal to a similar larval nematode in Uca crenulata	276.21	564.982729	4.31170974	6.665e-5	0.00013633	4.31170974	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Nematoda												
CSM	476	299	2	larva	299.2	nematode (gnathosome?)	nematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0001045		1	species	volumetric	1367.16	1357.14652	7	0.0001429	0.00014182	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Nematoda												
CSM	477	300	2	larva	300.2	nematode larva	nematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0001045			approximation	set equal to the other larval nematode parasitic in Tagelus clams	1367.16	1357.14652	7	0.0001429	0.00014182	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Nematoda												
CSM	479	293	2	larva	293.2	Spirocamallanus pereirae	nematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					4.32238e-9		11	species	size of larvae in adult female				0.0384453			approximation, ratio	for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)	Animalia	Nematoda					Spirurida				Camallanidae	Spirocamallanus	pereirae	
CSM	484	305	1	adult	305.1	cystacanth-fish b.cav	acanthocephalan	life stage	Species		feeding	infectious	infectious	macroparasite													1.3629e-5			extrapolation and quantified apportionment	apportioned adult acanthocephalan biomass from Kuris et al 2008 based on relative abundances of cystacanths)	Animalia	Acanthocephala												
CSM	485	306	1	adult	306.1	cystacanth-fish musc	acanthocephalan	life stage	Species		feeding	infectious	infectious	macroparasite													8.9371e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Acanthocephala												
CSM	488	305	2	larva	305.2	cystacanth-fish b.cav	acanthocephalan	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0041			approximation	set equal to average of crab cystacanths	6.37			0.0000261			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Acanthocephala												
CSM	489	306	2	larva	306.2	cystacanth-fish musc	acanthocephalan	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0041			approximation	set equal to average of crab cystacanths	41.76			0.0001712			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Acanthocephala												
CSM	490	307	1	adult	307.1	copepod-Pseudomyicola?	copepod	taxon	Species		feeding	infectious	infectious	macroparasite					0.00014392			approximation	volumetric; estimated average L and W	1346.96	3185.04487	7	0.0001939	0.00045838	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Crustacea		Copepoda									
CSM	491	308	1	adult	308.1	fish copepod	copepod	taxon	assemblage	assemblage of gill copepods, undersampled in quantified sampling.	feeding	infectious	infectious	macroparasite					5.67139e-5		2	species	volumetric									Animalia	Arthropoda	Crustacea		Copepoda									
CSM	495	312	1	adult	312.1	Orthione griffinis	isopod	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.24582552		1	population	estimate 0.030 host mass (n=7)	134.70	318.504479	7	0.0331116	0.07829653	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Crustacea				Isopoda				Bopyridae	Orthione	griffinis	
CSM	498	312	2	larva	312.2	Orthione griffinis	isopod	life stage	Species		feeding	infectious	infectious	macroparasite													0.0331116			approximation, ratio	for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)	Animalia	Arthropoda	Crustacea				Isopoda				Bopyridae	Orthione	griffinis	
CSM	500	314	1	adult	314.1	Portunion conformis	isopod	taxon	Species		feeding	infectious	infectious	parasitic castrator					0.0289158	0.02104995	2	population	direct measure and application of parasite host ratio	35.30	76.8636549	4	0.000695	0.00120486	4	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Arthropoda	Crustacea				Isopoda				Entoniscidae	Portunion	conformis	
